timestamp,t_bmp,presion_hpa,altitud,t_dht,humedad
841524272,21.4,1008.52,41.05,22.7,65.0
841524273,21.4,1008.46,40.71,22.7,65.0
841524274,21.4,1008.5,39.87,22.8,65.0
841524275,21.3,1008.52,40.04,22.8,65.0
841524276,21.4,1008.51,39.04,22.8,65.0
841524277,21.4,1008.54,39.87,22.8,64.9
841524278,21.4,1008.55,39.54,22.8,64.9
841524279,21.4,1008.33,40.13,22.8,64.7
841524280,21.4,1008.44,39.71,22.8,64.7
841524281,21.4,1008.49,40.04,22.8,64.7
841524282,21.3,1008.52,39.46,22.8,64.7
841524283,21.4,1008.56,39.37,22.8,64.6
841524284,21.3,1008.51,39.54,22.8,64.6
841524285,21.3,1008.5,39.29,22.8,64.6
841524286,21.4,1008.47,39.29,22.8,64.6
841524287,21.4,1008.49,39.46,22.8,64.6
841524288,21.4,1008.47,40.13,22.8,64.5
841524289,21.4,1008.49,39.87,22.8,64.5
841524290,21.3,1008.5,39.54,22.8,64.4
841524291,21.4,1008.5,39.04,22.8,64.4
841524292,21.4,1008.55,39.46,22.8,64.4
841524293,21.3,1008.56,39.12,22.8,64.4
841524294,21.4,1008.5,39.87,22.8,64.4
841524295,21.4,1008.52,38.7,22.8,64.3
841524296,21.3,1008.52,39.29,22.8,64.3
841524297,21.3,1008.5,39.46,22.8,64.3
841524298,21.4,1008.5,39.96,22.8,64.3
841524299,21.3,1008.52,39.87,22.7,64.3
841524300,21.3,1008.56,39.12,22.7,64.3
841524301,21.4,1008.57,39.04,22.7,64.3
841524302,21.4,1008.51,39.46,22.8,64.2
841524303,21.4,1008.46,40.21,22.8,64.2
841524304,21.4,1008.53,39.79,22.7,64.2
841524305,21.3,1008.45,39.37,22.7,64.2
841524306,21.4,1008.44,39.71,22.7,64.3
841524307,21.4,1008.5,39.54,22.7,64.3
841524308,21.4,1008.5,38.96,22.7,64.3
841524309,21.3,1008.45,39.54,22.7,64.4
841524310,21.4,1008.52,39.29,22.7,64.4
841524311,21.4,1008.39,38.79,22.7,64.5
841524312,21.4,1008.49,39.71,22.7,64.5
841524313,21.4,1008.47,38.87,22.7,64.7
841524314,21.4,1008.56,39.62,22.7,64.7
841524315,21.4,1008.56,39.12,22.7,64.7
841524316,21.4,1008.57,39.12,22.7,64.7
841524317,21.4,1008.58,39.21,22.7,64.7
841524318,21.4,1008.53,40.13,22.7,64.7
841524319,21.4,1008.56,39.37,22.7,64.7
841524320,21.4,1008.5,39.12,22.7,64.7
841524321,21.4,1008.43,38.87,22.7,64.7
841524322,21.4,1008.55,39.04,22.7,64.6
841524323,21.4,1008.56,39.54,22.7,64.6
841524324,21.4,1008.56,39.04,22.7,64.6
841524325,21.4,1008.59,38.79,22.7,64.6
841524326,21.4,1008.58,39.29,22.7,64.6
841524327,21.4,1008.56,39.54,22.7,64.6
841524328,21.4,1008.5,39.37,22.7,64.6
841524329,21.4,1008.54,38.96,22.7,64.6
841524330,21.4,1008.55,38.79,22.7,64.6
841524331,21.4,1008.5,39.29,22.7,64.7
841524332,21.4,1008.53,39.12,22.7,64.7
841524333,21.4,1008.57,38.54,22.7,64.7
841524334,21.4,1008.5,39.62,22.7,64.6
841524335,21.4,1008.49,39.04,22.7,64.6
841524336,21.4,1008.48,39.71,22.7,64.6
841524337,21.4,1008.6,39.04,22.7,64.6
841524338,21.4,1008.54,39.12,22.7,64.6
841524339,21.4,1008.59,38.87,22.7,64.6
841524340,21.4,1008.53,39.37,22.7,64.6
841524341,21.4,1008.6,39.29,22.6,64.6
841524342,21.4,1008.56,39.37,22.6,64.6
841524343,21.4,1008.55,39.21,22.6,64.6
841524344,21.4,1008.51,39.12,22.6,64.6
841524345,21.4,1008.55,39.37,22.7,64.6
841524346,21.4,1008.51,39.54,22.7,64.6
841524347,21.4,1008.46,39.71,22.6,64.5
841524348,21.4,1008.58,39.54,22.6,64.5
841524349,21.4,1008.54,39.62,22.6,64.5
841524350,21.4,1008.47,39.71,22.6,64.5
841524351,21.4,1008.57,39.04,22.6,64.5
841524352,21.4,1008.54,39.12,22.6,64.5
841524353,21.4,1008.57,39.54,22.6,64.5
841524354,21.4,1008.56,39.04,22.6,64.5
841524355,21.4,1008.54,38.54,22.6,64.5
841524356,21.4,1008.39,39.04,22.6,64.5
841524357,21.4,1008.58,39.62,22.6,64.5
841524358,21.4,1008.56,38.96,22.6,64.5
841524359,21.4,1008.5,39.04,22.6,64.5
841524360,21.4,1008.6,39.12,22.6,64.5
841524361,21.4,1008.55,38.87,22.6,64.4
841524362,21.4,1008.52,40.71,22.6,64.4
841524363,21.4,1008.54,38.79,22.6,64.5
841524364,21.4,1008.51,39.96,22.6,64.5
841524365,21.4,1008.56,39.04,22.6,64.5
841524366,21.4,1008.59,39.46,22.5,64.5
841524367,21.4,1008.5,39.37,22.5,64.5
841524368,21.4,1008.49,38.7,22.5,64.6
841524369,21.4,1008.6,39.21,22.5,64.6
841524370,21.4,1008.46,39.29,22.5,64.7
841524371,21.4,1008.57,39.12,22.5,64.7
841524372,21.4,1008.56,39.21,22.5,64.7
841524373,21.4,1008.61,39.04,22.5,64.9
841524374,21.4,1008.53,39.12,22.5,64.9
841524375,21.4,1008.53,39.62,22.5,65.2
841524376,21.4,1008.54,39.46,22.5,65.2
841524377,21.4,1008.57,39.29,22.5,65.2
841524378,21.4,1008.51,39.54,22.5,65.2
841524379,21.4,1008.56,38.7,22.5,65.3
841524380,21.4,1008.55,40.04,22.5,65.3
841524381,21.4,1008.56,38.96,22.5,65.3
841524382,21.4,1008.58,39.12,22.5,65.3
841524383,21.4,1008.5,39.96,22.5,65.3
841524384,21.4,1008.55,39.37,22.5,65.4
841524385,21.4,1008.47,40.13,22.5,65.4
841524386,21.4,1008.57,39.21,22.5,65.4
841524387,21.4,1008.47,39.12,22.5,65.4
841524388,21.4,1008.52,39.71,22.5,65.4
841524389,21.4,1008.55,39.37,22.5,65.5
841524390,21.4,1008.56,39.12,22.5,65.5
841524391,21.4,1008.56,38.79,22.5,65.6
841524392,21.4,1008.53,39.79,22.5,65.6
841524393,21.4,1008.54,39.37,22.5,65.6
841524394,21.4,1008.39,39.87,22.5,65.6
841524395,21.4,1008.56,38.29,22.5,65.5
841524396,21.4,1008.49,40.13,22.5,65.5
841524397,21.4,1008.51,38.54,22.5,65.5
841524398,21.4,1008.46,40.21,22.5,65.5
841524399,21.4,1008.62,38.79,22.5,65.5
841524400,21.4,1008.56,39.04,22.5,65.5
841524401,21.4,1008.59,38.96,22.5,65.5
841524402,21.4,1008.56,39.37,22.5,65.5
841524403,21.4,1008.48,39.12,22.5,65.5
841524404,21.4,1008.58,39.04,22.5,65.5
841524405,21.4,1008.52,39.21,22.6,65.6
841524406,21.4,1008.56,38.62,22.6,65.6
841524407,21.4,1008.52,39.29,22.6,65.7
841524408,21.4,1008.53,39.46,22.6,65.7
841524409,21.4,1008.58,38.79,22.6,65.7
841524410,21.4,1008.6,39.71,22.6,65.7
841524411,21.4,1008.47,39.04,22.6,65.6
841524412,21.4,1008.51,38.62,22.6,65.6
841524413,21.4,1008.44,40.04,22.6,65.6
841524414,21.4,1008.49,39.46,22.7,65.6
841524415,21.4,1008.52,38.96,22.7,65.6
841524416,21.4,1008.55,38.62,22.7,65.6
841524417,21.4,1008.45,39.54,22.7,65.6
841524418,21.4,1008.66,39.37,22.7,65.6
841524419,21.4,1008.55,38.79,22.7,65.6
841524420,21.4,1008.52,39.04,22.7,65.6
841524421,21.4,1008.5,39.62,22.7,65.6
841524422,21.4,1008.49,39.96,22.7,65.6
841524423,21.4,1008.47,39.46,22.7,65.4
841524424,21.4,1008.61,39.62,22.7,65.4
841524425,21.4,1008.56,38.96,22.8,65.3
841524426,21.4,1008.57,38.7,22.8,65.3
841524427,21.4,1008.64,38.7,22.8,65.2
841524428,21.4,1008.66,38.79,22.8,65.2
841524429,21.4,1008.59,38.29,22.8,65.2
841524430,21.4,1008.57,38.79,22.8,65.1
841524431,21.4,1008.52,38.87,22.8,65.1
841524432,21.4,1008.62,38.62,22.8,64.9
841524433,21.4,1008.55,40.04,22.8,64.9
841524434,21.4,1008.61,38.62,22.8,64.8
841524435,21.4,1008.56,39.71,22.8,64.8
841524436,21.4,1008.49,39.46,22.8,64.8
841524437,21.4,1008.55,38.87,22.9,64.7
841524438,21.4,1008.54,39.04,22.9,64.7
841524439,21.4,1008.51,39.54,22.9,64.6
841524440,21.4,1008.64,38.45,22.9,64.6
841524441,21.4,1008.56,39.04,22.9,64.5
841524442,21.4,1008.59,39.29,22.9,64.5
841524443,21.4,1008.52,38.79,22.9,64.5
841524444,21.4,1008.55,38.62,22.9,64.5
841524445,21.4,1008.61,39.04,22.9,64.5
841524446,21.4,1008.63,39.04,22.9,64.4
841524447,21.4,1008.66,38.29,22.9,64.4
841524448,21.4,1008.56,38.45,23.0,64.3
841524449,21.4,1008.5,39.12,23.0,64.3
841524450,21.4,1008.62,38.7,23.0,64.2
841524451,21.4,1008.56,38.87,23.0,64.2
841524452,21.4,1008.54,38.79,23.0,64.2
841524453,21.4,1008.5,39.04,23.0,64.2
841524454,21.4,1008.6,38.87,23.0,64.2
841524455,21.4,1008.52,39.96,23.0,64.2
841524456,21.4,1008.57,39.12,23.0,64.2
841524458,21.4,1008.51,38.62,23.1,64.1
841524458,21.4,1008.48,39.37,23.1,64.1
841524459,21.4,1008.63,38.62,23.1,64.0
841524460,21.4,1008.59,38.87,23.1,64.0
841524461,21.4,1008.49,39.12,23.1,64.0
841524463,21.4,1008.55,39.04,23.1,64.0
841524463,21.4,1008.56,38.79,23.1,64.0
841524464,21.4,1008.62,39.96,23.1,63.9
841524465,21.4,1008.57,38.54,23.1,63.9
841524467,21.4,1008.57,39.12,23.2,63.8
841524467,21.4,1008.6,38.54,23.2,63.8
841524468,21.4,1008.54,39.04,23.2,63.8
841524469,21.4,1008.5,38.29,23.2,63.6
841524470,21.4,1008.6,38.7,23.2,63.6
841524472,21.4,1008.53,39.54,23.2,63.5
841524472,21.4,1008.52,39.46,23.2,63.5
841524473,21.4,1008.63,38.7,23.2,63.4
841524474,21.4,1008.5,39.04,23.2,63.4
841524476,21.4,1008.62,38.79,23.3,63.3
841524476,21.4,1008.61,39.54,23.3,63.3
841524477,21.4,1008.6,38.79,23.3,63.3
841524478,21.4,1008.59,39.87,23.3,63.3
841524479,21.4,1008.52,39.87,23.3,63.3
841524481,21.4,1008.59,38.7,23.3,63.1
841524481,21.4,1008.63,38.54,23.3,63.1
841524482,21.4,1008.63,38.79,23.4,63.1
841524483,21.4,1008.56,39.12,23.4,63.1
841524485,21.4,1008.51,38.54,23.4,63.1
841524485,21.4,1008.57,38.54,23.4,62.9
841524486,21.4,1008.57,38.79,23.4,62.9
841524487,21.4,1008.5,39.71,23.4,62.8
841524488,21.4,1008.56,39.12,23.4,62.8
841524489,21.4,1008.56,38.96,23.4,62.7
841524490,21.4,1008.57,38.29,23.4,62.7
841524491,21.4,1008.57,38.7,23.5,62.8
841524492,21.4,1008.57,38.96,23.5,62.8
841524494,21.4,1008.53,39.21,23.5,62.8
841524494,21.4,1008.58,38.37,23.5,62.8
841524495,21.4,1008.62,38.7,23.5,62.8
841524496,21.4,1008.55,39.04,23.5,62.8
841524497,21.5,1008.61,39.46,23.5,62.8
841524499,21.5,1008.57,39.04,23.5,62.8
841524499,21.5,1008.55,39.37,23.5,62.8
841524500,21.5,1008.59,38.87,23.5,62.8
841524501,21.5,1008.55,38.7,23.5,62.9
841524503,21.5,1008.59,40.04,23.5,62.9
841524503,21.5,1008.58,39.37,23.5,62.8
841524504,21.5,1008.55,38.96,23.5,62.8
841524505,21.5,1008.55,39.29,23.5,62.8
841524506,21.5,1008.59,39.46,23.5,62.8
841524507,21.5,1008.58,39.12,23.5,62.8
841524508,21.5,1008.48,39.12,23.5,62.8
841524509,21.5,1008.55,39.71,23.5,62.8
841524510,21.5,1008.61,38.45,23.6,62.7
841524512,21.5,1008.59,39.21,23.6,62.7
841524512,21.5,1008.62,38.54,23.6,62.7
841524514,21.5,1008.52,38.79,23.6,62.7
841524514,21.5,1008.55,38.96,23.6,62.7
841524515,21.5,1008.48,39.46,23.6,62.7
841524516,21.5,1008.45,39.37,23.6,62.7
841524517,21.5,1008.48,39.87,23.6,62.6
841524518,21.5,1008.53,38.29,23.6,62.6
841524519,21.5,1008.64,38.45,23.6,62.6
841524520,21.6,1008.54,38.79,23.6,62.6
841524521,21.6,1008.64,38.7,23.7,62.6
841524523,21.6,1008.62,38.96,23.7,62.6
841524523,21.6,1008.65,37.95,23.7,62.5
841524525,21.6,1008.64,38.79,23.7,62.5
841524525,21.6,1008.58,39.12,23.7,62.5
841524527,21.6,1008.58,39.54,23.7,62.5
841524527,21.6,1008.6,38.29,23.7,62.5
841524528,21.6,1008.61,38.87,23.7,62.5
841524529,21.6,1008.54,38.79,23.7,62.5
841524531,21.6,1008.66,38.29,23.7,62.5
841524531,21.6,1008.56,39.21,23.7,62.5
841524532,21.6,1008.61,38.45,23.7,62.5
841524534,21.6,1008.56,38.54,23.7,62.5
841524534,21.6,1008.59,38.7,23.7,62.5
841524536,21.6,1008.53,39.29,23.8,62.4
841524536,21.6,1008.51,39.46,23.8,62.4
841524537,21.6,1008.5,39.29,23.8,62.4
841524538,21.6,1008.52,38.54,23.8,62.4
841524540,21.6,1008.59,39.29,23.8,62.3
841524540,21.6,1008.55,38.62,23.8,62.3
841524541,21.6,1008.58,39.29,23.8,62.3
841524542,21.6,1008.54,39.37,23.8,62.2
841524543,21.6,1008.59,39.04,23.8,62.2
841524544,21.6,1008.54,38.7,23.9,62.1
841524602,21.6,1008.55,39.12,23.9,62.1
841524602,21.6,1008.59,39.54,23.9,62.0
841524602,21.6,1008.62,38.7,23.9,62.0
841524603,21.6,1008.53,39.04,23.8,60.9
841524603,21.6,1008.44,40.54,23.8,60.9
841524604,21.6,1008.57,39.12,23.8,60.8
841524604,21.6,1008.52,38.96,23.8,60.8
841524605,21.6,1008.54,39.29,23.8,60.8
841524606,21.6,1008.54,38.54,23.8,60.9
841524608,21.6,1008.56,38.87,23.8,60.9
841524608,21.6,1008.54,38.37,23.8,60.9
841524610,21.6,1008.54,39.21,23.8,60.9
841524611,21.6,1008.52,39.37,23.8,60.8
841524612,21.6,1008.63,38.2,23.8,60.8
841524613,21.6,1008.54,39.96,23.8,60.8
841524613,21.6,1008.57,39.29,23.8,60.9
841524614,21.6,1008.59,38.87,23.8,60.9
841524615,21.6,1008.54,39.29,23.8,60.9
841524617,21.6,1008.48,39.21,23.8,60.9
841524617,21.6,1008.56,39.29,23.8,60.8
841524619,21.6,1008.56,39.29,23.8,60.8
841524620,21.6,1008.56,39.21,23.8,60.9
841524620,21.6,1008.63,39.21,23.8,60.9
841524622,21.6,1008.54,39.37,23.8,60.9
841524623,21.6,1008.61,38.54,23.7,60.9
841524624,21.6,1008.6,38.7,23.7,60.9
841524624,21.6,1008.44,39.62,23.7,61.0
841524626,21.6,1008.71,39.29,23.7,61.0
841524627,21.6,1008.54,38.79,23.8,61.0
841524627,21.6,1008.5,38.79,23.8,61.0
841524629,21.6,1008.63,38.2,23.8,61.0
841524629,21.6,1008.56,39.12,23.7,61.1
841524631,21.6,1008.57,38.62,23.7,61.1
841524632,21.6,1008.52,39.29,23.7,61.1
841524633,21.6,1008.62,38.79,23.7,61.1
841524634,21.6,1008.6,38.54,23.7,61.1
841524635,21.6,1008.66,38.79,23.7,61.1
841524636,21.6,1008.53,38.37,23.7,61.1
841524637,21.6,1008.65,38.62,23.7,61.1
841524638,21.7,1008.56,39.54,23.7,61.1
841524639,21.6,1008.43,39.21,23.7,61.1
841524640,21.6,1008.55,38.87,23.7,61.1
841524641,21.6,1008.57,38.62,23.7,61.1
841524642,21.6,1008.52,38.96,23.7,61.1
841524643,21.7,1008.54,38.87,23.7,61.2
841524644,21.7,1008.63,38.62,23.7,61.2
841524645,21.6,1008.65,38.79,23.7,61.2
841524646,21.7,1008.64,38.12,23.7,61.2
841524647,21.6,1008.54,38.79,23.7,61.2
841524648,21.7,1008.57,38.62,23.6,61.2
841524649,21.6,1008.58,38.7,23.6,61.2
841524650,21.6,1008.61,38.12,23.6,61.2
841524651,21.6,1008.55,38.54,23.6,61.2
841524652,21.6,1008.59,38.37,23.6,61.3
841524653,21.6,1008.44,39.96,23.6,61.3
841524654,21.6,1008.53,38.87,23.6,61.3
841524655,21.6,1008.5,39.87,23.6,61.4
841524656,21.6,1008.67,38.87,23.6,61.4
841524657,21.6,1008.53,39.04,23.6,61.4
841524658,21.6,1008.5,38.37,23.6,61.4
841524659,21.6,1008.62,38.45,23.6,61.4
841524660,21.6,1008.5,39.37,23.6,61.4
841524661,21.6,1008.61,38.62,23.6,61.4
841524662,21.6,1008.56,39.46,23.5,61.4
841524663,21.6,1008.55,38.37,23.5,61.4
841524664,21.6,1008.56,39.71,23.5,61.4
841524665,21.6,1008.56,38.96,23.5,61.4
841524666,21.6,1008.63,39.04,23.5,61.4
841524667,21.6,1008.68,38.2,23.5,61.4
841524668,21.6,1008.56,38.37,23.5,61.4
841524669,21.6,1008.58,38.12,23.5,61.4
841524670,21.6,1008.46,40.04,23.5,61.4
841524671,21.6,1008.58,39.21,23.5,61.4
841524672,21.6,1008.56,38.62,23.5,61.4
841524673,21.6,1008.56,38.12,23.5,61.4
841524674,21.6,1008.51,38.54,23.5,61.4
841524675,21.6,1008.54,38.29,23.4,61.3
841524676,21.6,1008.53,38.62,23.4,61.3
841524677,21.6,1008.57,38.62,23.4,61.3
841524678,21.6,1008.59,38.96,23.4,61.4
841524679,21.6,1008.57,39.54,23.4,61.4
841524680,21.6,1008.61,39.37,23.4,61.4
841524681,21.6,1008.55,38.96,23.4,61.4
841524682,21.6,1008.55,38.37,23.4,61.5
841524683,21.6,1008.58,38.62,23.4,61.5
841524684,21.6,1008.58,38.54,23.4,61.5
841524685,21.6,1008.51,39.79,23.4,61.5
841524686,21.6,1008.56,38.96,23.4,61.5
841524687,21.6,1008.63,38.54,23.4,61.5
841524688,21.6,1008.57,38.62,23.4,61.5
841524689,21.6,1008.59,38.54,23.4,61.5
841524690,21.6,1008.62,39.04,23.4,61.5
841524691,21.6,1008.54,39.12,23.4,61.6
841524692,21.6,1008.57,38.37,23.4,61.6
841524693,21.6,1008.59,38.29,23.4,61.6
841524694,21.6,1008.61,38.87,23.3,61.5
841524695,21.6,1008.52,39.21,23.3,61.5
841524696,21.6,1008.53,38.37,23.3,61.6
841524697,21.6,1008.59,38.7,23.3,61.6
841524698,21.6,1008.61,38.29,23.3,61.6
841524699,21.6,1008.54,38.45,23.3,61.6
841524700,21.6,1008.6,38.54,23.3,61.7
841524701,21.6,1008.6,38.12,23.3,61.7
841524702,21.6,1008.62,39.12,23.3,61.7
841524703,21.6,1008.62,38.87,23.3,61.7
841524704,21.6,1008.61,39.96,23.3,61.7
841524705,21.6,1008.62,39.21,23.3,61.8
841524706,21.6,1008.62,38.62,23.3,61.8
841524707,21.6,1008.61,38.87,23.3,61.8
841524708,21.6,1008.56,38.62,23.3,61.8
841524709,21.6,1008.59,38.2,23.3,61.8
841524710,21.6,1008.52,39.04,23.3,61.8
841524711,21.6,1008.55,39.37,23.3,61.8
841524712,21.6,1008.61,38.04,23.2,61.9
841524713,21.6,1008.57,39.21,23.2,61.9
841524714,21.6,1008.66,38.7,23.2,61.9
841524715,21.6,1008.64,38.96,23.2,61.9
841524716,21.6,1008.51,39.87,23.2,61.9
841524717,21.6,1008.56,37.87,23.2,61.9
841524718,21.6,1008.56,38.79,23.2,61.9
841524719,21.6,1008.58,38.29,23.2,62.0
841524720,21.6,1008.53,39.29,23.2,62.0
841524721,21.6,1008.56,39.21,23.2,62.1
841524722,21.6,1008.66,38.12,23.2,62.1
841524723,21.6,1008.52,39.12,23.2,62.2
841524724,21.6,1008.62,38.12,23.2,62.2
841524725,21.6,1008.65,37.87,23.2,62.2
841524726,21.6,1008.64,38.04,23.2,62.2
841524727,21.6,1008.66,38.62,23.2,62.2
841524728,21.6,1008.61,38.12,23.2,62.3
841524729,21.6,1008.59,38.12,23.2,62.3
841524730,21.6,1008.6,39.79,23.2,62.3
841524731,21.6,1008.61,38.62,23.2,62.3
841524732,21.7,1008.54,38.37,23.2,62.3
841524733,21.6,1008.59,38.2,23.2,62.3
841524734,21.6,1008.57,38.62,23.2,62.3
841524735,21.6,1008.54,38.45,23.2,62.3
841524736,21.6,1008.74,38.54,23.2,62.3
841524737,21.6,1008.61,38.54,23.1,62.4
841524738,21.6,1008.55,38.54,23.1,62.4
841524739,21.6,1008.51,39.79,23.1,62.4
841524740,21.6,1008.58,38.62,23.1,62.4
841524741,21.6,1008.74,39.21,23.1,62.4
841524742,21.6,1008.61,38.12,23.1,62.4
841524743,21.6,1008.66,38.04,23.1,62.4
841524744,21.6,1008.59,38.45,23.2,62.5
841524745,21.6,1008.65,38.04,23.2,62.5
841524746,21.6,1008.53,39.71,23.2,62.4
841524747,21.6,1008.55,38.29,23.2,62.4
841524748,21.6,1008.56,38.7,23.2,62.5
841524749,21.6,1008.63,38.45,23.2,62.5
841524750,21.7,1008.62,39.04,23.2,62.5
841524751,21.6,1008.64,37.7,23.2,62.5
841524752,21.6,1008.6,39.12,23.2,62.5
841524753,21.6,1008.58,37.95,23.2,62.5
841524754,21.6,1008.61,38.12,23.2,62.5
841524755,21.6,1008.57,38.04,23.2,62.6
841524756,21.6,1008.66,38.62,23.2,62.6
841524757,21.6,1008.6,38.12,23.2,62.6
841524758,21.7,1008.6,38.45,23.2,62.5
841524759,21.6,1008.57,39.21,23.2,62.5
841524760,21.7,1008.61,38.12,23.3,62.5
841524761,21.7,1008.56,38.96,23.3,62.5
841524762,21.7,1008.52,39.79,23.3,62.5
841524763,21.7,1008.62,38.54,23.3,62.5
841524764,21.7,1008.56,39.04,23.3,62.4
841524765,21.7,1008.62,38.96,23.3,62.4
841524766,21.7,1008.59,38.87,23.3,62.4
841524767,21.7,1008.55,38.45,23.3,62.5
841524768,21.7,1008.59,38.87,23.3,62.5
841524769,21.7,1008.58,38.54,23.3,62.4
841524770,21.7,1008.59,38.45,23.3,62.4
841524771,21.7,1008.58,38.7,23.3,62.4
841524772,21.7,1008.59,38.79,23.3,62.4
841524773,21.7,1008.62,38.79,23.3,62.4
841524774,21.7,1008.62,38.45,23.3,62.3
841524775,21.6,1008.74,37.87,23.3,62.3
841524776,21.7,1008.64,38.04,23.3,62.3
841524778,21.7,1008.58,38.87,23.3,62.3
841524778,21.7,1008.59,38.54,23.3,62.3
841524779,21.7,1008.55,38.54,23.3,62.3
841524780,21.6,1008.63,38.54,23.3,62.2
841524781,21.7,1008.61,38.45,23.3,62.2
841524782,21.7,1008.64,38.62,23.3,62.2
841524783,21.7,1008.66,39.21,23.3,62.2
841524784,21.7,1008.68,38.37,23.3,62.2
841524785,21.7,1008.62,38.29,23.3,62.2
841524786,21.7,1008.66,38.45,23.3,62.2
841524787,21.7,1008.61,38.2,23.3,62.2
841524788,21.6,1008.58,39.12,23.3,62.2
841524789,21.6,1008.54,38.96,23.3,62.2
841524790,21.6,1008.57,39.71,23.3,62.1
841524791,21.7,1008.51,39.12,23.3,62.1
841524794,21.7,1008.57,38.62,23.2,62.2
841524794,21.7,1008.65,38.79,23.2,62.2
841524794,21.7,1008.59,38.7,23.2,62.2
841524795,21.6,1008.57,38.54,23.2,62.2
841524796,21.7,1008.62,38.2,23.2,62.2
841524797,21.6,1008.59,38.62,23.2,62.2
841524798,21.7,1008.67,38.87,23.2,62.2
841524799,21.6,1008.66,38.79,23.2,62.2
841524800,21.6,1008.67,38.04,23.2,62.2
841524801,21.7,1008.59,40.13,23.2,62.2
841524802,21.6,1008.67,38.29,23.2,62.2
841524803,21.6,1008.55,38.54,23.1,62.2
841524804,21.6,1008.74,38.2,23.1,62.2
841524805,21.7,1008.73,37.78,23.1,62.2
841524806,21.7,1008.69,38.12,23.1,62.3
841524807,21.6,1008.63,38.12,23.1,62.3
841524808,21.6,1008.68,38.37,23.1,62.4
841524809,21.7,1008.65,38.29,23.1,62.4
841524810,21.7,1008.59,38.7,23.1,62.4
841524811,21.6,1008.69,37.95,23.1,62.4
841524812,21.7,1008.68,37.87,23.1,62.4
841524813,21.7,1008.6,38.2,23.1,62.4
841524814,21.7,1008.63,37.7,23.1,62.4
841524815,21.7,1008.63,38.96,23.1,62.4
841524816,21.7,1008.66,38.12,23.1,62.4
841524817,21.6,1008.59,38.29,23.1,62.5
841524818,21.6,1008.62,38.2,23.1,62.5
841524819,21.6,1008.65,38.2,23.1,62.5
841524820,21.6,1008.57,38.62,23.1,62.5
841524821,21.7,1008.71,38.29,23.1,62.5
841524822,21.6,1008.71,38.37,23.1,62.6
841524823,21.6,1008.69,38.2,23.1,62.6
841524824,21.6,1008.53,38.2,23.0,62.6
841524825,21.7,1008.61,38.2,23.0,62.6
841524826,21.7,1008.69,38.62,23.0,62.7
841524827,21.7,1008.69,38.54,23.0,62.7
841524828,21.6,1008.56,38.62,23.0,62.7
841524829,21.7,1008.63,38.12,23.0,62.7
841524830,21.6,1008.65,38.04,23.0,62.7
841524833,21.7,1008.66,38.62,23.0,62.8
841524833,21.7,1008.66,38.37,23.0,62.8
841524833,21.7,1008.5,39.46,23.0,62.8
841524834,21.7,1008.53,38.7,23.0,62.8
841524835,21.7,1008.68,38.12,23.0,62.8
841524836,21.7,1008.59,37.95,23.0,62.8
841524837,21.7,1008.6,39.04,23.0,62.8
841524838,21.7,1008.65,38.37,23.0,62.9
841524839,21.7,1008.63,38.7,23.0,62.9
841524840,21.7,1008.62,38.7,23.0,63.0
841524841,21.7,1008.67,39.29,23.0,63.0
841524842,21.7,1008.53,39.12,23.0,63.1
841524843,21.7,1008.62,38.2,23.0,63.1
841524844,21.7,1008.62,37.87,23.0,63.2
841524845,21.7,1008.65,38.87,23.0,63.2
841524846,21.7,1008.56,38.62,23.0,63.2
841524847,21.7,1008.65,38.96,22.9,63.2
841524848,21.7,1008.58,38.37,22.9,63.2
841524849,21.7,1008.65,38.45,22.9,63.3
841524850,21.7,1008.55,39.62,22.9,63.3
841524851,21.7,1008.64,39.21,22.9,63.3
841524852,21.7,1008.71,38.04,22.9,63.3
841524853,21.7,1008.64,38.45,22.9,63.3
841524854,21.7,1008.56,38.37,22.9,63.3
841524855,21.7,1008.63,37.87,22.9,63.3
841524856,21.7,1008.65,38.79,22.9,63.3
841524857,21.7,1008.55,39.21,22.9,63.3
841524858,21.7,1008.69,39.54,22.9,63.3
841524859,21.7,1008.61,38.7,22.9,63.3
841524860,21.7,1008.64,39.12,22.9,63.3
841524861,21.7,1008.63,38.37,22.9,63.3
841524862,21.7,1008.54,39.79,22.9,63.3
841524863,21.7,1008.59,38.54,22.9,63.3
841524864,21.7,1008.59,38.54,22.9,63.3
841524865,21.7,1008.62,38.79,22.8,63.2
841524866,21.7,1008.63,38.96,22.8,63.2
841524867,21.7,1008.48,38.62,22.8,63.3
841524868,21.7,1008.64,38.87,22.8,63.3
841524869,21.7,1008.63,38.29,22.8,63.3
841524870,21.7,1008.55,39.46,22.8,63.3
841524871,21.7,1008.66,38.04,22.8,63.3
841524872,21.7,1008.65,37.95,22.8,63.3
841524873,21.7,1008.59,38.62,22.8,63.3
841524874,21.7,1008.56,38.29,22.8,63.4
841524875,21.7,1008.58,38.96,22.8,63.4
841524876,21.7,1008.63,38.45,22.8,63.4
841524877,21.7,1008.64,38.12,22.8,63.4
841524878,21.7,1008.54,39.21,22.8,63.4
841524879,21.7,1008.64,38.7,22.8,63.3
841524880,21.7,1008.62,37.78,22.8,63.3
841524881,21.7,1008.55,38.12,22.8,63.4
841524882,21.7,1008.61,39.54,22.8,63.4
841524883,21.7,1008.57,38.62,22.7,63.4
